city,rainfall,temperature,aqi,humidity,heat_index,orders_completed,active_hours,acceptance_rate,idle_time,avg_delivery_time,zone_demand,order_drop_rate,delivery_delay,traffic_level,zone_risk,experience,past_claims,trust_score,income_drop,premium_amount,weather_source
delhi,10.32,39.1,236.36,39.61,39.1,67.31,10.56,70.24,42.93,33.89,76.6,12.38,32.47,55.49,46.78,,1.0,66.93,1,82.92,deterministic_fallback
bangalore,9.12,27.96,127.59,83.5,32.54,74.59,12.11,85.26,45.33,42.05,64.29,6.08,28.65,77.97,43.32,3.93,0.0,83.05,0,52.45,deterministic_fallback
hyderabad,8.4,30.81,113.81,45.49,31.51,77.24,11.43,94.47,44.21,37.66,75.58,7.09,19.29,42.27,39.85,7.83,1.0,96.03,1,50.71,deterministic_fallback
mumbai,19.78,36.83,132.96,68.06,56.15,64.24,8.51,77.33,,43.74,81.97,7.15,28.63,45.9,46.36,3.18,0.0,75.41,0,55.54,deterministic_fallback
bangalore,10.17,21.16,67.43,63.74,21.16,79.75,9.7,95.68,46.06,35.13,90.78,4.86,25.83,44.4,27.41,0.51,0.0,62.32,0,48.0,deterministic_fallback
delhi,18.4,41.87,202.1,61.05,60.0,59.45,7.81,69.56,55.51,40.31,60.83,10.27,42.19,50.67,41.71,0.61,2.0,64.08,0,76.25,deterministic_fallback
bangalore,21.46,28.66,68.93,77.36,33.31,56.95,8.4,96.19,62.29,34.61,59.64,5.35,27.89,56.1,38.89,0.0,1.0,70.29,0,65.74,deterministic_fallback
mumbai,26.89,24.04,100.5,81.13,24.04,85.42,9.65,74.38,36.46,34.61,87.43,5.56,22.56,49.03,45.34,6.8,1.0,75.23,0,53.99,deterministic_fallback
chennai,10.33,38.51,68.3,82.98,60.0,63.87,9.65,70.13,53.99,37.66,66.1,6.12,32.69,50.84,21.98,6.53,0.0,100.0,0,39.91,deterministic_fallback
kolkata,18.06,35.01,83.11,81.52,57.6,57.55,8.22,66.76,44.94,43.64,61.64,6.43,27.46,61.21,45.59,2.92,0.0,75.59,0,53.39,deterministic_fallback
mumbai,27.71,29.82,111.14,83.6,38.13,72.42,,93.34,21.52,28.09,79.95,7.78,27.44,65.3,27.79,,0.0,95.64,0,37.47,deterministic_fallback
hyderabad,6.92,28.71,91.36,71.77,32.4,,9.69,82.28,26.31,30.24,100.0,1.56,28.84,43.19,29.69,8.14,0.0,100.0,0,27.99,deterministic_fallback
,11.63,26.61,82.16,72.96,26.61,70.79,9.99,92.1,35.63,34.2,70.03,4.12,21.96,49.34,23.63,6.5,1.0,69.51,0,41.72,deterministic_fallback
delhi,11.59,45.83,192.74,43.8,60.0,32.83,6.65,76.2,50.23,52.7,64.13,13.03,41.68,61.94,47.23,0.01,0.0,67.76,1,86.94,deterministic_fallback
chennai,26.06,28.3,74.89,79.85,32.83,62.6,8.81,85.61,58.76,35.56,70.78,8.24,33.73,51.1,32.91,0.45,0.0,73.03,1,59.15,deterministic_fallback
hyderabad,23.1,28.18,74.39,65.77,30.43,87.42,11.6,84.97,50.17,,72.12,9.19,29.97,53.4,43.89,6.15,2.0,77.88,0,68.98,deterministic_fallback
kolkata,16.97,31.49,136.51,83.24,43.84,63.19,7.98,72.74,66.18,30.22,55.99,8.68,32.82,30.9,35.75,3.49,2.0,60.69,0,67.01,deterministic_fallback
kolkata,23.5,27.73,148.2,90.91,33.05,60.32,9.07,90.36,39.73,42.22,78.27,7.41,28.38,51.25,31.68,1.63,0.0,80.99,0,50.96,deterministic_fallback
mumbai,9.54,26.3,99.42,77.15,26.3,78.56,10.39,84.65,15.87,30.69,79.21,4.71,29.32,50.48,20.63,5.33,1.0,70.43,0,46.78,deterministic_fallback
bangalore,21.65,29.45,77.45,,33.9,61.17,9.45,90.23,49.18,43.42,76.46,6.49,32.04,51.89,36.96,2.64,0.0,77.09,1,53.48,deterministic_fallback
bangalore,7.02,27.27,52.57,71.56,29.47,87.77,10.57,98.38,27.79,28.15,79.2,10.91,19.97,36.01,19.54,7.83,1.0,100.0,0,39.94,deterministic_fallback
mumbai,13.85,30.1,120.13,81.41,38.39,87.41,10.8,,21.14,36.57,92.76,5.37,23.46,35.86,39.06,5.97,3.0,80.82,0,73.16,deterministic_fallback
delhi,14.82,33.14,197.93,63.09,41.05,48.06,7.81,91.25,44.23,37.57,64.8,13.51,,59.43,44.2,2.16,1.0,72.08,1,83.66,deterministic_fallback
kolkata,10.41,,140.28,84.79,,91.39,11.15,89.48,33.66,32.49,68.98,6.11,31.52,52.87,39.53,8.09,1.0,93.56,0,53.62,deterministic_fallback
mumbai,6.11,27.77,115.41,76.06,30.99,88.48,9.68,91.52,30.48,39.8,93.45,6.27,33.73,62.31,30.61,4.57,0.0,86.26,1,54.2,deterministic_fallback
bangalore,18.89,24.67,82.49,73.73,24.67,64.3,9.4,74.32,65.98,38.71,50.28,,24.98,42.78,48.99,,3.0,54.63,0,83.48,deterministic_fallback
,6.13,30.27,70.98,,39.29,67.71,11.83,79.86,39.39,32.95,71.42,6.24,28.92,43.45,29.99,1.36,0.0,64.2,0,46.87,deterministic_fallback
delhi,9.44,30.78,176.8,55.95,33.46,67.15,8.61,82.69,33.14,30.97,72.74,4.68,22.33,34.54,28.35,4.01,1.0,76.88,0,47.64,deterministic_fallback
bangalore,16.03,25.98,79.63,75.03,25.98,78.18,10.69,92.52,64.41,34.13,75.98,7.81,35.99,57.41,25.5,5.74,0.0,77.63,0,48.97,deterministic_fallback
kolkata,15.43,32.82,139.38,70.25,43.01,73.64,10.89,82.39,44.83,39.09,62.24,,35.36,58.63,23.46,6.86,0.0,97.58,1,41.8,deterministic_fallback
bangalore,17.44,30.81,51.57,49.46,32.21,56.5,8.78,86.66,37.94,33.56,60.15,8.59,32.89,68.71,30.75,1.6,4.0,36.78,1,99.23,deterministic_fallback
mumbai,40.29,26.76,135.27,91.43,30.17,63.95,8.9,86.11,40.37,28.3,80.54,9.5,31.5,63.6,47.04,3.33,0.0,79.88,1,63.47,deterministic_fallback
mumbai,22.59,29.06,88.89,83.32,35.67,80.91,9.73,86.05,42.73,29.0,93.29,9.22,25.53,,25.77,8.27,0.0,100.0,0,36.2,deterministic_fallback
kolkata,14.33,31.5,98.28,81.97,43.36,82.14,8.68,75.52,,,72.52,6.06,30.55,55.23,34.72,5.22,0.0,80.45,0,44.55,deterministic_fallback
delhi,7.03,41.13,156.91,55.12,60.0,44.87,7.94,60.37,32.48,38.19,60.44,9.36,36.54,63.0,51.51,0.0,1.0,49.56,0,89.22,deterministic_fallback
bangalore,11.87,22.12,35.0,84.37,22.12,71.23,11.28,85.98,36.86,31.93,62.61,7.99,27.48,40.76,10.0,8.14,1.0,92.77,0,34.02,deterministic_fallback
mumbai,33.58,31.28,107.93,91.99,46.73,61.21,8.62,79.07,,39.04,85.55,8.44,26.31,60.47,38.71,6.53,0.0,96.53,1,55.71,deterministic_fallback
bangalore,15.5,26.94,64.2,,29.34,78.38,11.08,79.46,61.69,34.79,84.93,12.66,34.81,67.87,24.0,3.87,1.0,78.42,0,47.53,deterministic_fallback
kolkata,9.68,30.38,70.2,74.68,37.28,72.06,11.59,86.63,53.27,31.75,50.61,7.53,22.14,48.1,23.9,6.49,0.0,84.07,0,31.79,deterministic_fallback
bangalore,72.88,27.18,58.54,67.78,28.96,45.19,9.56,95.94,74.23,43.91,46.07,9.92,33.8,52.66,25.85,5.27,1.0,83.19,1,68.34,deterministic_fallback
kolkata,19.67,33.99,74.72,63.48,43.67,60.98,9.83,,40.14,39.35,74.1,11.19,27.12,56.77,42.89,2.41,0.0,74.94,0,55.87,deterministic_fallback
delhi,6.39,36.72,240.83,54.58,47.39,71.13,8.75,81.75,41.63,42.19,77.56,9.18,15.66,44.48,24.75,7.03,1.0,92.05,0,44.45,deterministic_fallback
bangalore,9.84,31.3,72.67,77.66,41.02,53.85,6.65,81.42,63.22,35.99,69.08,11.28,28.04,49.67,26.96,2.44,0.0,66.33,0,50.22,deterministic_fallback
chennai,10.03,36.2,115.78,84.32,60.0,76.58,8.65,76.03,42.36,32.35,72.09,2.89,36.61,47.71,32.48,1.27,1.0,65.12,0,56.35,deterministic_fallback
bangalore,11.03,29.91,85.87,74.29,35.86,91.43,11.02,,38.88,32.17,74.33,6.18,28.36,60.47,31.05,5.02,2.0,,0,48.02,deterministic_fallback
delhi,9.26,40.14,190.05,48.51,54.16,56.03,8.68,78.59,44.67,,68.87,8.45,45.44,66.09,47.18,0.36,2.0,59.8,0,82.71,deterministic_fallback
chennai,4.06,35.22,124.43,69.81,51.06,76.44,9.97,79.73,43.64,42.93,68.54,,30.42,74.03,40.5,5.15,3.0,77.16,1,72.35,deterministic_fallback
delhi,0.88,41.66,139.58,42.47,54.47,71.72,8.36,78.4,42.72,35.61,76.45,6.67,27.51,48.63,32.83,4.55,0.0,94.42,0,46.66,deterministic_fallback
bangalore,7.87,31.71,124.05,67.32,38.65,84.93,10.62,83.03,33.05,32.65,71.33,5.61,25.81,55.35,39.9,5.92,0.0,90.41,0,47.05,deterministic_fallback
kolkata,18.37,28.46,156.28,74.65,32.35,71.07,11.4,85.4,55.06,34.06,61.82,2.51,28.14,60.23,50.25,0.73,0.0,59.45,0,45.21,deterministic_fallback
mumbai,14.75,34.07,124.58,93.23,60.0,62.18,8.73,58.19,53.9,40.44,56.54,5.45,30.98,51.09,30.39,4.18,1.0,71.56,1,57.79,deterministic_fallback
delhi,8.93,38.94,179.14,39.3,38.94,76.53,11.23,85.05,49.28,37.17,70.33,,36.13,62.91,37.63,2.86,2.0,68.8,0,81.6,deterministic_fallback
mumbai,13.03,36.06,47.53,77.47,59.57,72.78,9.33,60.31,25.15,34.58,80.11,8.81,21.98,41.12,50.48,1.26,1.0,53.93,1,81.37,deterministic_fallback
delhi,11.43,31.28,161.37,34.42,31.28,68.55,8.81,87.58,43.68,37.0,71.09,5.48,28.56,61.05,48.61,4.38,0.0,79.97,0,54.77,deterministic_fallback
mumbai,19.49,33.22,134.69,81.93,50.02,77.43,9.78,74.17,45.41,43.87,74.49,,35.45,73.12,39.08,7.3,1.0,95.03,0,48.77,deterministic_fallback
hyderabad,9.24,28.63,131.73,58.72,30.25,83.15,,95.73,40.23,36.1,92.18,9.49,34.8,65.06,37.15,7.59,0.0,100.0,0,48.53,deterministic_fallback
mumbai,20.22,34.8,143.98,76.76,53.59,53.3,6.84,74.1,42.36,40.79,79.68,1.93,20.41,71.34,52.45,0.51,3.0,42.15,1,80.63,deterministic_fallback
hyderabad,23.86,32.52,96.9,52.45,36.01,68.85,9.71,86.01,59.97,40.1,95.05,8.78,23.26,59.8,33.89,6.94,0.0,94.61,0,38.6,deterministic_fallback
delhi,6.31,37.08,254.41,49.52,,88.88,11.35,84.46,36.6,41.45,94.16,4.72,28.94,48.07,43.95,4.72,0.0,83.21,0,54.93,deterministic_fallback
delhi,14.73,32.58,211.01,45.82,34.4,65.88,9.3,80.66,26.66,33.69,67.58,13.13,32.74,55.87,64.38,0.21,0.0,63.22,0,81.53,deterministic_fallback
delhi,0.0,35.68,166.51,,41.44,65.5,8.1,93.74,18.62,30.3,68.22,7.76,21.29,38.6,26.25,8.05,1.0,96.21,0,42.31,deterministic_fallback
hyderabad,9.08,32.71,157.04,74.39,44.43,60.75,7.83,85.1,53.38,36.73,69.52,2.51,30.05,41.34,40.25,4.34,1.0,77.94,0,54.8,deterministic_fallback
bangalore,,28.05,35.0,70.51,30.82,95.0,10.87,84.97,37.66,29.58,86.88,6.71,35.09,49.94,10.0,8.92,1.0,100.0,0,35.66,deterministic_fallback
delhi,13.5,40.55,146.91,54.34,60.0,58.82,7.18,66.53,40.02,38.33,84.08,7.96,29.48,65.1,33.81,0.2,0.0,71.62,0,51.76,deterministic_fallback
chennai,7.0,32.08,75.19,70.84,40.97,56.47,7.51,80.04,59.47,34.9,61.6,1.57,26.44,61.79,51.95,,0.0,80.28,0,58.41,deterministic_fallback
bangalore,9.25,26.65,64.84,62.46,26.65,84.37,8.79,86.56,38.61,36.21,83.41,6.85,30.09,56.3,29.57,8.23,2.0,92.19,0,59.88,deterministic_fallback
mumbai,36.11,32.32,93.56,80.71,45.86,56.58,8.94,73.8,42.17,37.1,,9.83,30.68,57.82,39.61,2.97,0.0,72.8,1,65.6,deterministic_fallback
kolkata,20.84,33.17,151.75,100.0,60.0,66.79,,69.86,35.38,43.12,72.16,2.72,32.43,60.1,41.75,4.33,2.0,67.54,0,58.12,deterministic_fallback
delhi,5.69,43.16,193.7,47.16,60.0,64.46,7.63,68.78,39.69,27.72,73.38,9.0,21.25,26.38,28.67,5.47,,68.34,0,71.92,deterministic_fallback
mumbai,8.28,28.63,,81.55,34.03,86.79,11.16,84.82,62.12,36.02,83.54,6.24,25.73,48.91,23.85,7.2,0.0,100.0,0,33.29,deterministic_fallback
bangalore,12.32,23.66,97.85,62.36,23.66,74.12,11.18,84.68,45.02,38.44,94.8,8.83,22.54,42.07,24.34,3.19,,82.77,0,31.93,deterministic_fallback
mumbai,14.72,38.34,48.58,57.14,54.18,63.91,7.86,81.07,35.52,35.13,82.17,6.7,29.98,46.64,25.52,5.87,0.0,93.71,0,44.23,deterministic_fallback
delhi,12.04,33.95,141.12,43.64,36.33,71.6,9.94,86.41,41.05,37.42,72.32,3.92,,55.42,40.66,5.66,0.0,83.38,0,40.0,deterministic_fallback
chennai,5.74,23.61,91.5,93.5,23.61,82.46,9.66,89.04,,31.33,72.61,3.11,20.62,42.47,33.59,5.99,0.0,84.94,0,33.49,deterministic_fallback
mumbai,19.73,30.15,102.39,84.34,39.44,74.75,10.37,88.71,19.92,35.89,72.79,6.12,21.46,46.3,,4.05,1.0,90.55,0,52.91,deterministic_fallback
chennai,7.76,28.83,92.52,87.75,35.96,,9.09,81.84,42.0,32.72,62.43,5.92,24.07,47.3,45.37,0.0,2.0,48.58,0,71.01,deterministic_fallback
kolkata,7.85,23.55,178.29,78.85,23.55,74.28,8.9,90.12,41.55,29.03,72.71,9.7,23.23,30.79,22.77,2.09,0.0,81.55,0,45.11,deterministic_fallback
hyderabad,33.66,32.12,104.63,41.84,,60.73,9.86,66.9,77.05,32.49,50.08,7.07,21.8,48.84,53.25,4.91,1.0,83.63,0,63.77,deterministic_fallback
hyderabad,6.62,30.81,83.35,49.66,32.23,89.71,11.32,82.09,48.98,26.95,73.18,2.22,21.49,37.36,28.42,3.35,1.0,68.49,0,52.43,deterministic_fallback
hyderabad,7.17,35.17,84.54,61.75,46.43,59.05,9.62,73.88,60.05,,71.23,5.53,28.0,38.49,40.95,1.11,0.0,58.83,0,59.32,deterministic_fallback
kolkata,13.59,33.7,197.51,83.99,53.27,79.07,9.74,75.39,67.46,33.82,63.22,3.75,19.47,58.31,,6.19,2.0,78.04,0,52.97,deterministic_fallback
delhi,21.89,39.54,234.82,50.67,53.73,71.3,9.5,71.26,63.64,39.45,66.57,10.32,25.15,47.87,47.39,4.49,1.0,81.78,0,64.8,deterministic_fallback
mumbai,19.92,30.15,114.82,75.35,36.8,89.78,10.01,90.4,36.44,31.94,89.74,,33.93,31.68,32.18,7.28,0.0,89.11,0,45.53,deterministic_fallback
bangalore,12.74,30.6,58.97,76.54,38.46,79.04,9.33,90.41,41.93,34.26,87.32,,22.85,45.5,31.82,4.0,0.0,91.27,0,44.03,deterministic_fallback
bangalore,14.28,32.52,76.27,65.13,40.1,66.39,8.57,76.3,20.17,36.1,67.45,6.5,29.98,36.84,27.83,1.96,1.0,65.75,0,57.5,deterministic_fallback
mumbai,25.68,33.49,145.19,82.52,51.48,49.45,6.6,76.15,58.41,43.76,73.71,6.25,30.79,,69.05,0.26,2.0,60.48,1,93.86,deterministic_fallback
hyderabad,6.79,31.72,102.01,60.11,36.46,55.14,11.17,75.41,52.36,38.09,56.27,5.47,29.3,56.97,47.7,0.0,2.0,58.74,0,73.04,deterministic_fallback
mumbai,18.62,27.48,113.71,76.54,30.41,,9.8,90.09,37.85,40.34,71.74,6.83,24.24,37.36,36.64,3.96,0.0,91.55,0,47.95,deterministic_fallback
kolkata,8.77,33.66,110.27,74.65,47.94,62.93,7.12,77.1,25.29,39.11,77.17,4.84,19.79,63.59,52.66,3.19,2.0,65.99,0,66.82,deterministic_fallback
delhi,13.15,41.68,170.97,46.63,57.73,76.21,9.78,69.29,56.81,31.68,91.78,11.22,23.53,48.29,26.8,6.67,1.0,89.61,0,52.9,deterministic_fallback
mumbai,19.38,31.81,83.15,94.54,50.34,83.35,8.88,67.81,46.73,38.42,88.9,6.72,30.89,50.92,39.43,5.92,0.0,79.43,0,51.98,deterministic_fallback
mumbai,22.29,29.62,173.62,88.68,38.92,66.59,10.54,80.45,73.54,39.0,71.34,8.4,34.04,70.73,42.81,1.54,1.0,66.0,0,74.03,deterministic_fallback
delhi,27.39,34.6,211.53,59.35,43.58,71.3,9.07,75.25,58.68,38.89,62.62,7.68,29.72,46.82,45.49,5.34,0.0,94.55,1,62.37,deterministic_fallback
delhi,0.0,29.23,184.32,42.71,29.11,90.8,9.57,76.68,53.42,27.2,89.21,4.68,20.6,62.08,39.83,5.16,0.0,87.29,0,50.14,deterministic_fallback
mumbai,16.73,29.99,104.06,67.84,34.5,72.76,10.79,87.83,53.52,33.59,75.3,4.25,30.32,37.0,10.92,7.12,2.0,100.0,0,38.11,deterministic_fallback
delhi,10.92,38.17,191.97,58.65,54.62,87.25,9.27,83.64,30.32,36.71,81.28,5.02,23.57,45.89,24.02,7.4,3.0,88.27,0,56.62,deterministic_fallback
mumbai,31.53,32.6,188.12,87.76,50.48,59.69,8.43,81.96,44.23,43.41,74.17,13.76,27.89,51.36,50.05,7.99,0.0,94.98,1,69.0,deterministic_fallback
delhi,14.79,38.37,208.89,51.28,50.47,82.83,10.2,69.67,34.31,36.17,88.3,9.52,22.56,48.88,46.2,1.3,0.0,71.16,1,64.19,deterministic_fallback
delhi,9.07,38.6,215.95,46.76,48.43,74.23,9.87,77.28,33.14,42.25,65.13,7.57,27.82,57.53,62.09,3.38,3.0,55.93,1,95.91,deterministic_fallback
delhi,7.86,32.41,179.04,37.92,32.41,84.05,10.47,85.85,57.85,26.17,77.94,5.28,21.49,41.71,59.55,0.0,,48.81,1,85.33,deterministic_fallback
delhi,9.65,33.86,170.37,56.71,40.49,77.35,8.53,83.15,41.89,36.2,76.07,10.5,29.0,53.55,33.84,6.68,1.0,80.4,0,54.93,deterministic_fallback
mumbai,13.36,30.49,169.71,88.56,,76.77,8.24,85.09,46.78,32.67,81.31,4.77,19.62,,34.43,5.89,1.0,85.42,0,43.92,deterministic_fallback
mumbai,17.78,30.85,111.2,73.99,38.42,84.09,10.95,82.91,23.17,32.71,89.06,2.71,23.75,44.22,53.79,2.35,1.0,68.57,0,61.49,deterministic_fallback
mumbai,10.43,36.02,101.26,72.73,56.07,53.54,6.23,72.85,58.72,52.72,56.61,8.22,30.13,63.23,49.27,4.84,0.0,92.68,0,51.91,deterministic_fallback
chennai,22.7,36.43,105.04,85.74,60.0,64.48,7.9,69.33,45.81,40.54,74.88,5.68,32.93,65.54,33.16,5.03,0.0,84.43,1,52.31,deterministic_fallback
kolkata,14.45,33.26,141.41,77.02,47.65,65.36,9.23,82.12,59.62,36.28,66.76,3.99,29.11,50.35,49.27,5.12,0.0,78.55,0,51.41,deterministic_fallback
kolkata,14.39,32.48,73.02,96.38,54.65,72.62,8.1,81.79,32.21,34.16,79.1,3.84,21.35,45.98,41.75,3.52,0.0,89.12,0,40.31,deterministic_fallback
bangalore,6.05,21.74,61.68,67.61,21.74,,10.17,81.11,55.81,34.43,87.46,7.79,29.81,61.74,35.85,,0.0,76.69,0,42.38,deterministic_fallback
bangalore,13.91,28.89,95.59,66.02,31.8,84.43,10.66,90.01,55.07,34.3,73.37,6.72,26.87,53.61,31.73,6.34,1.0,87.63,0,42.17,deterministic_fallback
delhi,23.47,32.44,,51.24,35.52,60.61,9.2,76.87,42.41,32.63,68.13,5.41,30.83,50.41,34.89,3.49,1.0,75.8,0,46.73,deterministic_fallback
chennai,15.85,40.51,56.18,72.17,60.0,72.54,9.17,71.67,60.02,47.77,79.74,8.42,28.68,52.97,19.99,,0.0,90.48,0,34.08,deterministic_fallback
chennai,11.65,26.97,97.98,83.94,30.03,68.66,10.72,75.87,58.61,38.79,60.27,5.13,31.28,50.65,28.24,,0.0,74.26,0,48.75,deterministic_fallback
chennai,22.94,35.0,108.8,82.92,58.53,55.23,7.78,65.15,59.45,41.93,75.4,4.2,36.38,75.09,56.52,2.16,0.0,72.7,0,60.38,deterministic_fallback
kolkata,17.39,28.65,135.43,91.1,36.12,51.56,8.88,76.78,36.62,39.4,61.31,4.14,29.64,55.77,46.12,0.01,0.0,65.55,0,57.07,deterministic_fallback
bangalore,22.4,29.07,111.32,71.27,33.12,88.09,,81.21,53.62,33.33,85.33,8.41,37.6,51.29,23.83,7.05,2.0,82.61,0,54.54,deterministic_fallback
chennai,9.91,32.94,107.52,71.14,43.78,75.57,11.42,82.23,50.93,34.83,57.73,5.1,30.76,68.94,52.53,0.0,1.0,47.99,1,88.96,deterministic_fallback
chennai,13.5,35.94,85.1,75.01,57.26,83.46,7.74,76.67,33.93,31.9,75.27,7.67,32.45,20.77,21.52,8.69,0.0,100.0,1,43.39,deterministic_fallback
delhi,6.42,35.98,133.89,46.11,41.41,75.99,11.44,79.98,43.04,31.81,72.21,10.27,38.75,57.81,25.93,7.48,2.0,81.63,0,56.51,deterministic_fallback
kolkata,13.99,35.83,98.7,93.85,60.0,58.81,6.21,72.37,42.04,44.69,76.13,5.04,22.19,50.91,46.92,7.21,2.0,82.44,1,62.2,deterministic_fallback
mumbai,17.81,,146.96,87.44,36.51,,9.13,75.61,30.57,31.99,90.74,14.31,32.14,51.48,23.51,6.68,2.0,93.24,1,73.82,deterministic_fallback
kolkata,8.85,31.45,143.06,,42.79,80.09,9.1,88.27,25.56,44.44,83.93,7.95,34.13,68.32,37.82,4.47,1.0,89.67,1,57.6,deterministic_fallback
chennai,14.98,37.57,107.04,67.79,58.93,78.51,9.46,63.81,20.56,40.04,73.76,6.83,29.64,43.87,25.2,6.84,0.0,100.0,0,32.23,deterministic_fallback
mumbai,13.55,33.38,146.96,91.41,56.23,73.0,8.72,72.69,43.59,36.74,74.18,3.38,23.73,42.07,24.78,7.96,1.0,100.0,0,32.17,deterministic_fallback
hyderabad,18.38,,122.34,60.56,32.27,95.0,11.71,89.73,10.01,31.44,89.17,5.92,21.11,43.3,17.12,8.7,0.0,100.0,0,26.25,deterministic_fallback
mumbai,13.26,30.49,119.61,78.02,38.57,72.95,9.67,88.65,,39.71,66.12,5.95,22.25,35.34,32.54,6.01,0.0,96.77,0,38.96,deterministic_fallback
chennai,12.15,38.21,132.41,87.37,60.0,68.66,8.15,74.25,52.82,44.1,77.86,10.05,42.82,69.25,26.58,6.22,2.0,85.51,1,69.69,deterministic_fallback
chennai,13.13,31.83,79.83,70.97,40.25,83.91,9.55,85.53,39.32,33.78,71.15,5.62,29.07,50.3,34.63,5.55,1.0,97.35,0,45.59,deterministic_fallback
hyderabad,17.87,29.73,112.58,56.88,31.77,91.55,12.37,93.87,60.39,40.84,77.86,8.06,23.82,65.64,29.95,7.96,1.0,88.37,0,38.98,deterministic_fallback
chennai,12.69,35.17,67.91,73.17,52.87,71.68,7.45,89.53,35.86,40.51,82.68,6.74,23.37,46.14,31.73,3.32,1.0,78.2,0,59.47,deterministic_fallback
mumbai,24.06,29.39,146.46,69.39,33.47,60.91,9.27,84.18,54.09,31.56,66.46,9.2,16.52,51.95,34.38,4.05,0.0,71.79,1,56.77,deterministic_fallback
delhi,,30.69,164.94,52.25,32.55,75.78,9.28,88.32,18.48,36.41,86.88,10.3,34.39,64.31,45.37,6.61,1.0,93.35,0,61.92,deterministic_fallback
bangalore,6.29,31.57,62.94,62.4,36.77,83.28,10.42,85.4,5.66,25.74,95.22,7.06,23.05,42.89,,1.6,1.0,53.51,1,69.49,deterministic_fallback
mumbai,16.0,27.42,64.42,74.71,30.08,78.57,8.8,82.47,37.15,33.53,83.91,9.18,28.9,45.71,24.51,6.36,1.0,78.94,0,47.68,deterministic_fallback
bangalore,18.69,24.82,95.25,63.86,24.82,64.01,11.7,84.73,53.71,37.73,69.1,10.26,29.14,59.97,33.86,0.0,0.0,53.02,0,64.81,deterministic_fallback
delhi,7.8,34.65,220.7,44.93,38.08,79.93,10.01,92.02,47.83,35.66,83.77,10.08,31.31,45.26,27.83,4.24,2.0,75.66,0,55.05,deterministic_fallback
delhi,8.07,32.36,213.91,42.93,33.39,68.52,10.44,69.06,43.61,30.78,56.34,8.67,23.74,55.82,59.34,0.06,1.0,60.96,0,79.69,deterministic_fallback
bangalore,12.63,23.3,102.93,70.99,23.3,92.2,10.88,86.47,,,95.11,8.09,28.87,62.05,35.14,7.74,1.0,100.0,0,46.08,deterministic_fallback
kolkata,26.66,33.64,140.7,81.89,51.76,62.99,8.6,85.47,64.64,44.46,68.39,12.36,34.15,70.19,44.72,6.4,1.0,87.0,1,72.93,deterministic_fallback
delhi,12.41,38.18,212.48,50.38,,62.47,8.86,79.33,43.12,46.84,91.06,8.75,27.06,71.59,47.31,2.04,5.0,57.77,1,112.57,deterministic_fallback
kolkata,6.07,33.85,158.04,100.0,60.0,47.4,8.22,74.22,48.34,40.35,64.3,8.37,24.84,49.62,49.58,1.38,0.0,69.49,0,57.17,deterministic_fallback
bangalore,7.15,23.94,95.06,67.33,23.94,83.48,10.88,78.3,23.01,30.81,83.84,4.61,23.43,46.67,40.04,5.01,1.0,86.07,0,37.7,deterministic_fallback
delhi,14.1,41.69,147.21,54.97,60.0,63.91,7.41,80.43,23.66,43.7,62.73,11.1,31.32,44.72,31.35,7.47,0.0,97.35,0,38.51,deterministic_fallback
bangalore,17.02,22.66,67.13,75.11,,74.35,8.92,91.67,40.58,36.48,70.68,8.97,35.37,57.96,33.92,2.24,1.0,76.21,0,59.96,deterministic_fallback
bangalore,5.78,17.51,78.11,67.96,18.0,95.0,11.28,87.83,43.35,30.75,70.79,5.41,24.14,30.66,16.92,8.52,1.0,90.01,0,43.17,deterministic_fallback
delhi,2.04,39.73,160.01,51.35,54.86,63.73,8.55,71.74,28.99,39.96,61.89,6.35,26.94,40.94,40.86,5.11,1.0,64.56,0,56.53,deterministic_fallback
bangalore,18.95,32.48,35.0,69.68,41.73,72.48,7.3,85.58,48.23,35.34,86.44,6.88,28.65,44.91,36.55,3.72,0.0,82.04,0,54.68,deterministic_fallback
mumbai,18.13,33.02,67.92,81.07,48.78,51.39,8.13,71.83,,33.17,60.73,7.12,25.28,42.08,35.31,2.5,1.0,57.05,0,48.8,deterministic_fallback
delhi,0.41,34.96,195.12,44.34,38.52,84.91,11.78,78.74,,35.44,64.51,7.85,27.15,60.49,39.54,2.43,0.0,82.36,1,59.13,deterministic_fallback
bangalore,11.77,28.94,101.19,64.99,31.72,67.78,9.79,88.72,49.18,40.21,65.94,7.18,37.12,59.46,36.28,3.13,2.0,64.95,0,72.79,deterministic_fallback
bangalore,9.96,28.14,56.16,68.93,30.8,73.73,9.32,91.19,31.04,41.52,82.81,2.87,28.04,50.29,45.75,0.42,0.0,56.68,0,60.9,deterministic_fallback
chennai,46.53,30.8,177.28,61.95,34.91,47.44,8.06,82.13,49.94,32.93,78.54,14.29,29.8,52.18,35.54,3.14,0.0,95.36,1,56.52,deterministic_fallback
delhi,15.76,40.44,155.63,62.23,60.0,67.57,7.35,68.41,5.0,42.97,85.1,7.73,24.76,25.0,33.28,2.96,1.0,71.68,0,51.55,deterministic_fallback
kolkata,28.31,33.86,146.14,100.0,60.0,52.69,6.32,64.52,61.51,40.52,60.69,9.27,,49.69,39.79,0.6,1.0,59.48,1,77.31,deterministic_fallback
